Kode Pesanan,Status Pesanan,Status Terverifikasi,Waktu Pesanan,Waktu Pesanan Selesai,Waktu Pesanan Terverifikasi,Kode Produk,Nama Produk,ID Model,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Kode Promo,Harga(Rp),Jumlah,Nama Affiliate,Username Affiliate,MCN Terhubung,ID Komisi Pesanan,Partner Promo,Jenis Promo,Nilai Pembelian(Rp),Jumlah Pengembalian(Rp),Tipe Pesanan,Estimasi Komisi per Produk(Rp),Estimasi Komisi Affiliate per Produk(Rp),Persentase Komisi Affiliate per Produk,Estimasi Komisi MCN per Produk(Rp),Persentase Komisi MCN per Produk,Estimasi Komisi per Pesanan(Rp),Estimasi Komisi Affiliate per Pesanan(Rp),Estimasi Komisi MCN per Pesanan(Rp),Catatan Produk,Platform,Tingkat Komisi,Pengeluaran(Rp),Status Pemotongan,Metode Pemotongan,Waktu Pemotongan
250520CAQ4XHK4,Selesai,Sah,2025-05-20 14:03:50,2025-05-24 00:05:28,2025-05-24 00:05:28,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,2,involveasia_id,involveasia_id,,97448167,,Komisi Produk Penjual,10720,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Instagram,5%,0,,,
250520BBVNE3MP,Selesai,Sah,2025-05-20 04:52:10,2025-05-23 14:34:23,2025-05-23 14:34:23,26606970278,TaffHOME Gantungan Organizer Rak Dapur Stainless Steel - ECKS2,178340403473,Perlengkapan Rumah,Perlengkapan Dapur,Rak Dapur,,7800,2,RAJA SHOPING,mbahgembul45,,79104695,,Komisi Produk Penjual,14523,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250520BBVNE3MP,Selesai,Sah,2025-05-20 04:52:10,2025-05-23 14:34:23,2025-05-23 14:34:23,27658832047,TaffPACK Lakban Tape Safety Grip Anti Slip Strong Traction,69839678509,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,21700,1,RAJA SHOPING,mbahgembul45,,79104161,,Komisi Produk Penjual,20202,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Instagram,10%,0,,,
250520BBVNE3MP,Selesai,Sah,2025-05-20 04:52:10,2025-05-23 14:34:23,2025-05-23 14:34:23,28168331259,TaffPACK Double Tape Perekat No Trace Adhesive Washable Sticker - J007,185575573732,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,25100,2,RAJA SHOPING,mbahgembul45,,79104151,,Komisi Produk Penjual,46737,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250520BBVNE3MP,Selesai,Sah,2025-05-20 04:52:10,2025-05-23 14:34:23,2025-05-23 14:34:23,29818326506,TaffPACK Perekat Double Tape Acrylic Adhesive Transparent Sticker - J4702,178554392006,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,12600,1,RAJA SHOPING,mbahgembul45,,79104139,,Komisi Produk Penjual,11733,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250519AF05E7EH,Selesai,Sah,2025-05-19 20:15:09,2025-05-22 20:28:22,2025-05-22 20:28:22,29706964732,AsyPets Baskom Ember Lipat Water Bucket Collapsible - 1725Y,290054997478,Perlengkapan Rumah,Perawatan Rumah,"Basin, Ember, & Gayung Air",,70000,1,Maria Karina,mariakarinaa,,79104835,,Komisi Produk Penjual,62560,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250519A9X5ABFP,Selesai,Sah,2025-05-19 18:44:33,2025-05-24 23:08:35,2025-05-24 23:08:35,26623215733,Taffware Car Power Inverter Konverter USB Charging 12/24V 100W - EA851,168656488623,Handphone & Aksesoris,Aksesoris,"Kabel, Charger, & Konverter",,99000,1,Yeppo Footwear,peekaboostore,Tiktech,77967031,,Komisi Produk Penjual,92150,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250519A0VEN98B,Selesai,Sah,2025-05-19 16:02:33,2025-05-22 19:23:18,2025-05-22 19:23:18,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,yuisha,yuisha.id,FEB Digital Agency,79104169,,Komisi Produk Penjual,65000,0,Pesanan Langsung,3900,3900,6%,0,0%,3900,3900,0,,Shopeevideo-Shopee,6%,4329,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-22 19:23:44
2505199U0KKX76,Selesai,Sah,2025-05-19 14:17:29,2025-05-26 01:29:57,2025-05-26 01:29:57,27508827050,LinQi Metal Stand Smartphone Universal Holder Foldable Rotating 360 - LQ03,217747266709,Handphone & Aksesoris,Aksesoris,Phone Holder,,10800,1,GIGA,gigastores,,79104355,,Komisi Produk Penjual,9936,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
2505199U0KKX76,Selesai,Sah,2025-05-19 14:17:29,2025-05-26 01:29:57,2025-05-26 01:29:57,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148368,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,22800,1,GIGA,gigastores,,79104144,,Komisi Produk Penjual,20975,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Instagram,10%,0,,,
2505199S65FHVN,Selesai,Sah,2025-05-19 13:44:48,2025-05-22 03:20:53,2025-05-22 03:20:53,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,interspaceindonesia,interspaceindonesia,,79104169,,Komisi Produk Penjual,62000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
25051993CW8JQM,Selesai,Sah,2025-05-19 07:14:52,2025-05-22 23:50:47,2025-05-22 23:50:47,27905947966,Electric Egg Cooker Boiler Alat Rebus Telur Elektrik Low Watt 350W,127989944831,Elektronik,Perangkat Dapur,Peralatan Masak Khusus,,58900,1,ecomobiidkol,ecomobiidkol,,79104117,,Komisi Produk Penjual,58900,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
25051887Q37HBA,Selesai,Sah,2025-05-18 22:59:29,2025-05-20 15:26:45,2025-05-20 15:26:45,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Duo jagoan,duojagoan872,LevelUp Agency,79104169,,Komisi Produk Penjual,65000,0,Pesanan Langsung,3900,3900,6%,0,0%,3900,3900,0,,Shopeelive-Shopee,6%,4329,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-20 15:27:11
25051880UFJBVB,Selesai,Sah,2025-05-18 20:56:40,2025-05-24 01:56:37,2025-05-24 01:56:37,26623215733,Taffware Car Power Inverter Konverter USB Charging 12/24V 100W - EA851,168656488623,Handphone & Aksesoris,Aksesoris,"Kabel, Charger, & Konverter",,99000,1,Daven's Gallery✨,ootdep,,77967031,,Komisi Produk Penjual,97000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
25051880GT7C3F,Selesai,Sah,2025-05-18 20:50:43,2025-05-21 22:44:40,2025-05-21 22:44:40,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376232,Perlengkapan Rumah,Lampu,,,13400,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,13400,0,Pesanan Langsung,804,804,6%,0,0%,804,804,0,,Shopeevideo-Shopee,6%,892,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-21 22:45:06
2505187WFCM6HS,Selesai,Sah,2025-05-18 19:56:14,2025-05-20 21:11:33,2025-05-20 21:11:33,24234685532,TaffLED Fitting Lampu Bohlam LED EU Plug 220V 25A E27 with Switch - HF-666,226643130086,Perlengkapan Rumah,Lampu,,,14800,1,crucifixathe,kirinmaru28,,79104538,,Komisi Produk Penjual,14800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
2505187WFCM6HS,Selesai,Sah,2025-05-18 19:56:14,2025-05-20 21:11:33,2025-05-20 21:11:33,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,13300,1,crucifixathe,kirinmaru28,,79104187,,Komisi Produk Penjual,13300,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
2505187SCXBU1V,Selesai,Sah,2025-05-18 18:43:16,2025-05-23 07:53:28,2025-05-23 07:53:28,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,senju331,senju331,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Langsung,3900,3900,6%,0,0%,3900,3900,0,,Shopeelive-Shopee,6%,4329,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-23 08:15:16
2505187912PJ8V,Selesai,Sah,2025-05-18 13:50:18,2025-05-23 04:33:43,2025-05-23 04:33:43,26657097063,TaffHOME Tutup Pintu Otomatis Automatic Door Closer 800g - MO-206,246325225003,Perlengkapan Rumah,Furniture,Penahan Pintu,,20600,2,devy aprianty,devrianty,,79104660,,Komisi Produk Penjual,40200,0,Pesanan Langsung,2412,2412,6%,0,0%,2412,2412,0,,Shopeevideo-Shopee,6%,2677,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-23 04:34:09
25051871X2KE3K,Selesai,Sah,2025-05-18 11:43:21,2025-05-21 01:38:30,2025-05-21 01:38:30,29706964732,AsyPets Baskom Ember Lipat Water Bucket Collapsible - 1725Y,290054997478,Perlengkapan Rumah,Perawatan Rumah,"Basin, Ember, & Gayung Air",,66500,1,nizarpribadi383,nizarpribadi383,,79104835,,Komisi Produk Penjual,66500,0,Pesanan Langsung,3990,3990,6%,0,0%,3990,3990,0,,Shopeelive-Shopee,6%,4429,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-21 01:38:56
2505185UA6MXTY,Selesai,Sah,2025-05-18 00:12:12,2025-05-19 16:50:23,2025-05-19 16:50:23,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,12825,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,12825,0,Pesanan Langsung,769.5,769.5,6%,0,0%,769.5,769.5,0,,Shopeevideo-Shopee,6%,854,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-19 16:50:49
2505175J60SUGV,Selesai,Sah,2025-05-17 21:28:48,2025-05-23 21:24:20,2025-05-23 21:24:20,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,13300,2,Mitgo,kartik14534,,79104187,,Komisi Produk Penjual,26600,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
25051759ETTBN3,Selesai,Sah,2025-05-17 18:52:41,2025-05-22 16:35:18,2025-05-22 16:35:18,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,13300,1,platformrevinc,platformrevinc,,79104187,,Komisi Produk Penjual,13300,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
25051750XK07XD,Selesai,Sah,2025-05-17 16:20:25,2025-05-22 01:01:31,2025-05-22 01:01:31,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,107200,1,involveasia_id,involveasia_id,,79104290,,Komisi Produk Penjual,84160,0,Pesanan Tidak Langsung,0,0,"7,5%",0,0%,0,0,0,,Instagram,"7,5%",0,,,
2505174RBV0APY,Selesai,Sah,2025-05-17 13:46:47,2025-05-21 00:49:24,2025-05-21 00:49:24,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,13300,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,13300,0,Pesanan Langsung,798,798,6%,0,0%,798,798,0,,Shopeevideo-Shopee,6%,886,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-21 01:33:49
2505174P0PTANU,Selesai,Sah,2025-05-17 13:04:45,2025-05-25 12:47:23,2025-05-25 12:47:23,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,senju331,senju331,,79104169,,Komisi Produk Penjual,63000,0,Pesanan Langsung,3780,3780,6%,0,0%,3780,3780,0,,Shopeelive-Shopee,6%,4196,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-25 12:47:48
25051633WC48T1,Selesai,Sah,2025-05-16 22:08:06,2025-05-22 02:23:22,2025-05-22 02:23:22,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Duo jagoan,duojagoan872,LevelUp Agency,79104169,,Komisi Produk Penjual,63000,0,Pesanan Langsung,3780,3780,6%,0,0%,3780,3780,0,,Shopeelive-Shopee,6%,4196,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-22 02:23:47
25051631MQ427H,Selesai,Sah,2025-05-16 21:27:28,2025-05-20 23:25:29,2025-05-20 23:25:29,27557393929,TaffLED Lampu Tidur LED EU Plug Sensor Cool White 240V 0.5W - LXX3148,233081445258,Perlengkapan Rumah,Lampu,,,29800,1,Mamira88,mamira88,,79104104,,Komisi Produk Penjual,29800,0,Pesanan Langsung,1788,1788,6%,0,0%,1788,1788,0,,Shopeevideo-Shopee,6%,1985,Menunggu Pemotongan,,2025-05-21 00:59:49
2505162YPA3922,Selesai,Sah,2025-05-16 20:52:34,2025-05-21 21:17:39,2025-05-21 21:17:39,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,13500,1,Mitgo,kartik14534,,79104187,,Komisi Produk Penjual,13500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
2505162YPA3922,Selesai,Sah,2025-05-16 20:52:34,2025-05-21 21:17:39,2025-05-21 21:17:39,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,13300,1,Mitgo,kartik14534,,79104187,,Komisi Produk Penjual,13300,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
2505162YHBT7J3,Selesai,Sah,2025-05-16 20:49:47,2025-05-23 04:02:57,2025-05-23 04:02:57,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Opera Norway,opear.adx,,79104169,,Komisi Produk Penjual,50400,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
2505162UEYFP7E,Selesai,Sah,2025-05-16 19:36:54,2025-05-21 20:09:13,2025-05-21 20:09:13,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,13300,2,alvinaaprilina_,vinsha.shop,,79104187,,Komisi Produk Penjual,26600,0,Pesanan Langsung,1596,1596,6%,0,0%,1596,1596,0,,Shopeevideo-Shopee,6%,1772,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-21 20:09:38
2505162QRAUHMH,Selesai,Sah,2025-05-16 18:30:54,2025-05-20 18:05:41,2025-05-20 18:05:41,26618199030,Holajaju Cover Sepatu Pelindung Anti Air Hujan PVC 1 Pair with Buckle,109325548996,Sepatu Wanita,Boots,Sepatu Boot Hujan,,49000,1,YouTube Shopping,youtube_shopping_id,,79104162,,Komisi Produk Penjual,48000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,YouTube,6%,0,,,
2505162QAEEKUS,Selesai,Sah,2025-05-16 18:22:46,2025-05-21 22:43:35,2025-05-21 22:43:35,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,13500,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,13500,0,Pesanan Langsung,810,810,6%,0,0%,810,810,0,,Shopeevideo-Shopee,6%,899,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-21 22:44:00
2505162PU0G69C,Selesai,Sah,2025-05-16 18:14:08,2025-05-25 06:11:50,2025-05-25 06:11:50,26207094848,Taffware QST Express Heat Gun Hot Blower Vinyl 230V 300W - QST-220,241325209704,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perkakas,,56300,1,aisyahrizqi,thriftimewa,FYC,79104106,,Komisi Produk Penjual,55300,0,Pesanan Langsung,3318,3318,6%,0,0%,3318,3318,0,,Shopeevideo-Shopee,6%,3683,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-25 06:12:16
2505162G4RGMRV,Selesai,Sah,2025-05-16 16:14:19,2025-05-20 20:34:13,2025-05-20 20:34:13,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,shopbackid,shopbackid_,,79104169,,Komisi Produk Penjual,59850,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,ShopbackApp,6%,0,,,
2505162CVR6PDS,Selesai,Sah,2025-05-16 15:16:09,2025-05-19 17:09:24,2025-05-19 17:09:24,29368194067,FJUN Jas Hujan Portable Raincoat Transparent Poncho with Hood,197992596476,Olahraga & Outdoor,Aksesoris Olahraga & Aktivitas Outdoor,Jas Hujan,,96700,1,Paula Verhoeven,paula_verhoeven,Tiger Wong MCN,79104130,,Komisi Produk Penjual,87123,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
2505161CD55V8T,Selesai,Sah,2025-05-16 05:34:46,2025-05-17 17:42:17,2025-05-17 17:42:17,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,13500,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,13500,0,Pesanan Langsung,810,810,6%,0,0%,810,810,0,,Shopeevideo-Shopee,6%,899,Menunggu Pemotongan,,2025-05-17 21:16:08
2505150H2T770N,Selesai,Sah,2025-05-15 21:25:48,2025-05-19 22:39:43,2025-05-19 22:39:43,25334676975,TICIFY Tas Laundry Jaring Zipper Washing Bag Underwear Laundry Net - TC343,241368060292,Perlengkapan Rumah,Organizer Rumah,Tas & Keranjang Laundry,,22400,1,jesicaceren,jesicaceren,,79104557,,Komisi Produk Penjual,22400,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
2505150GRF96WC,Selesai,Sah,2025-05-15 21:20:01,2025-05-17 12:40:39,2025-05-17 12:40:39,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Duo jagoan,duojagoan872,LevelUp Agency,79104169,,Komisi Produk Penjual,65000,0,Pesanan Langsung,3900,3900,6%,0,0%,3900,3900,0,,Shopeelive-Shopee,6%,4329,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-17 12:50:45
2505150FQGHS5V,Selesai,Sah,2025-05-15 21:01:52,2025-05-22 01:21:54,2025-05-22 01:21:54,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,13300,1,Opera Norway,opear.adx,,79104187,,Komisi Produk Penjual,13300,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
25051501HGA0W0,Selesai,Sah,2025-05-15 16:47:41,2025-05-18 12:04:22,2025-05-18 12:04:22,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,platformrevinc,platformrevinc,,79104169,,Komisi Produk Penjual,62000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250515W0UQP4KK,Selesai,Sah,2025-05-15 15:36:02,2025-05-19 23:07:00,2025-05-19 23:07:00,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,23500,1,rosalinamarsha17,rosalinamarsha17,,79104118,,Komisi Produk Penjual,23500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Websites,6%,0,,,
250515VX6XGEE4,Selesai,Sah,2025-05-15 14:48:39,2025-05-19 12:28:58,2025-05-19 12:28:58,29368194067,FJUN Jas Hujan Portable Raincoat Transparent Poncho with Hood,197992596474,Olahraga & Outdoor,Aksesoris Olahraga & Aktivitas Outdoor,Jas Hujan,,97700,1,FMbasic,antoni82,,79104130,,Komisi Produk Penjual,90915,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Telegram,6%,0,,,
250515VQQHUSJ2,Selesai,Sah,2025-05-15 12:52:39,2025-05-20 12:51:34,2025-05-20 12:51:34,26657097063,TaffHOME Tutup Pintu Otomatis Automatic Door Closer 800g - MO-206,246325225003,Perlengkapan Rumah,Furniture,Penahan Pintu,,20600,1,devy aprianty,devrianty,,79104660,,Komisi Produk Penjual,20600,0,Pesanan Langsung,1236,1236,6%,0,0%,1236,1236,0,,Shopeevideo-Shopee,6%,1372,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-20 12:52:00
